Date,Company,Job Title,URL,Status
2026-03-24,BS&A Software,"Customer Solutions Intern (ERP Software)",https://bsa.applytojob.com/apply/dvXDzc11tD/Customer-Solutions-Intern-ERP-Software?utm_source=Simplify&ref=Simplify,Applied
2026-03-24,Hearst,"Intern Product and Engineering, AI Agents & Automation",https://eevd.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/2026346/?utm_source=Simplify,Applied
2026-03-24,SanMar,"IT Intern, AI",https://job-boards.greenhouse.io/sanmar/jobs/5084516007?gh_jid=5084516007&utm_source=Simplify&ref=Simplify,Applied
2026-03-24,"MedElite Group, LLC.","Software Engineering & Product Intern (Summer 2026)",https://job-boards.greenhouse.io/medelitellc/jobs/5164349008?utm_source=Simplify&ref=Simplify,Applied
2026-03-24,Presence,"Product Engineering Intern (Summer 2026)",https://job-boards.greenhouse.io/presencelearning/jobs/8477340002?utm_source=Simplify&ref=Simplify,Applied
2026-03-25,FLIR / Teledyne,"Software Engineering Intern",https://flir.wd1.myworkdayjobs.com/flircareers/job/US---Newark-CA/Software-Engineering-Intern_REQ33272-1?utm_source=Simplify&ref=Simplify,Applied
2026-03-25,Gen Digital,"Software Engineering Intern",https://gen.wd1.myworkdayjobs.com/careers/job/USA---Arizona-Tempe/Software-Engineering-Intern_55324?utm_source=Simplify&ref=Simplify,Applied
2026-03-25,Torch Technologies,"Software Engineer Intern - Summer 2026",https://starfish.wd501.myworkdayjobs.com/Careers/job/Huntsville-AL/Software-Engineer-Intern---Summer-2026_R826?utm_source=Simplify&ref=Simplify,Applied
2026-03-26,Energy Vault,"Intern Software Engineer",https://jobs.lever.co/EnergyVault/6df5f1b9-8fce-4717-aaa0-98768ef28eeb/apply?utm_source=Simplify&ref=Simplify,Applied
2026-03-26,Lindy,"Intern Engineering",https://jobs.ashbyhq.com/lindy/a8e64e62-ecbf-4fbb-bfe8-655633710f20/application?utm_source=Simplify&ref=Simplify,Applied
2026-03-27,IBM,"Application Developer Intern - 2026 Azure Cloud Migration",https://careers.ibm.com/en_US/careers/JobApplication?jobId=89826&utm_source=Simplify&ref=Simplify,Applied
2026-03-27,MQ Referrals Only,"Product Security Engineering Intern",https://job-boards.greenhouse.io/mqreferrals/jobs/7644983?utm_source=Simplify&ref=Simplify,Applied
2026-04-01,Strata Decision Technology,"Intern, Software Engineering",https://job-boards.greenhouse.io/stratacareers/jobs/7685893003,Applied
2026-04-01,Altom Transport,"Summer 2026 Software Development Intern",https://apply.workable.com/altom-transport/j/CCBCDB1197/apply/,Applied
2026-04-01,Al Warren Oil Company,"Software Developer - Summer Internship 2026",https://apply.workable.com/al-warren-oil-company-inc/j/1523EB2B8B/apply/,Applied
2026-04-01,Altom Transport,"Summer 2026 Software Development Intern",https://apply.workable.com/altom-transport/j/7398D5FB11/apply/,Applied
2026-04-01,Altom Transport,"Summer 2026 Software Development Intern",https://apply.workable.com/altom-transport/j/4D70F68A2B/apply/,Applied
2026-04-01,Best Egg,"2026 Summer Internship - Software Engineer Intern",https://jobs.lever.co/BestEgg/3b828fc3-4fb0-49e8-9832-458c1fd437a9/apply,Applied
2026-04-01,Reply,"Industry 4.0 Engineer Intern",https://jobs.lever.co/reply/aec47b06-f377-4721-b60c-c2d3d393386f/apply,Applied
2026-04-01,Bot Auto,"Intern, Software Engineer(Data Infrastructure)",https://job-boards.greenhouse.io/botauto/jobs/5172257008,Applied
